"Data Source","World Development Indicators",

"Last Updated Date","2022-07-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Malawi","MWI","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","654451640.607557","704449114.110871","709157403.626563","699292467.325935","717901362.02654","815654353.751892","923720695.344933","990981879.114282","971924513.040727","1029096610.78297","1034029050.02514","1201733709.50153","1276617931.11848","1305988589.26423","1399705855.28746","1484903484.50518","1559114969.86853","1635792733.15809","1795201847.84317","1874121680.94413","1881744603.64797","1782198070.79083","1826814576.32036","1894748495.31364","1996312776.50212","2087563880.25252","2083079740.42171","2116934768.56098","2184195952.34073","2213566610.48649","2339569340.82446","2543819168.00981","2357281464.57436","2585745418.90911","2320960388.77559","2709229618.56287","2907455321.17245","3017718212.04157","3135265990.23819","3230649500.59007","3281567051.37355","3118310276.92115","3171321552.08924","3352265725.2217","3533975211.60103","3649491172.00402","3821017256.82851","4187834913.6829","4507774477.6487","4883186907.10679","5218860380.08166","5472186739.10595","5575381209.68234","5865301032.34079","6199623191.48084","6373212640.84604","6531525832.02123","6792788858.48405","7091106971.7608","7477443338.32433","7537262760.22512","7744644244.4961",
"Malaysia","MYS","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","10075038171.5529","10840538967.3537","11536613184.2274","12383262559.4674","13046877007.0414","14049511692.741","15147721422.3531","15731991227.7557","16987088644.9878","17817508189.9885","18884160200.7425","20779121580.3354","22729957979.5161","25389608913.0713","27501684654.9738","27721991875.5601","30927621572.1419","33325458128.2806","35542898192.2929","38865839262.5784","41758167696.8378","44657063210.8565","47311100560.7477","50269099766.9953","54170881787.2232","53615494684.4194","54280645791.8321","57098860071.6938","62773184724.1071","68460184711.3046","74627439029.5737","81750976904.3657","89014647650.749","97822596594.5462","106834055076.175","117334865369.351","129071520752.785","138523095019.844","128328605325.823","136204917219.306","148271131276.405","149038694328.511","157073352912.559","166165542824.222","177437278939.957","186898481577.263","197336475944.181","209766278120.599","219901701984.381","216573426577.903","232653672974.011","244970155626.68","258378484880.297","270506054026.373","286754600537.703","301354803994.367","314764434003.329","333060816796.825","349191241838.433","364693371399.309","344099355780.31","354878576622.712",
"North America","NAC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","3726327442897.97","3812076161443.22","4044581845148.79","4222477364936.44","4467487552635.82","4753370208792.21","5062522854035.34","5189373607416.13","5438382043043.89","5606982275190.67","5591297646819.12","5775443634413.83","6079047817608.02","6422105151440.19","6387441808578.83","6374463895320.26","6718063767876.69","7028770014895.95","7417654948912.58","7652463412115.35","7633188194639.56","7826889399573.04","7685604597229.06","8037783637441.7","8619120955828","8978207859861.85","9289244412458.97","9610597594155.76","10012031760407.4","10379560908913","10575212682700.2","10563574177395.4","10935478894810.8","11236413007273.3","11688916724579.6","12002767295373.7","12455512018448.3","13009439462926.9","13576678163380.7","14219618283857.9","14808086825967.2","14954552753784","15226272264928.5","15663218816726.1","16267240612555.5","16851646376470.6","17338008349338.6","17749637678453.7","17783418801307.2","17316227381161.1","17790063217934.1","18087740776178.1","18492230615294.8","18839846040250.5","19279201226044.6","19769184098217.1","20088307468491.7","20553853494011.8","21151264228440.2","21628439985114.1","20860831192183.8","22025814527304.1",
"Namibia","NAM","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","3477744830.70006","3511529365.47441","3497550292.09367","3433774198.17998","3425639878.1153","3441540713.96239","3605608240.47345","3733743233.4751","3764104127.10576","3834066588.07145","3912567565.53108","4232052671.83585","4536309434.15966","4464656650.26603","4541889829.88963","4718978760.26391","4869576676.20465","5075077696.31312","5242128224.00169","5418750119.23524","5607982809.41703","5674041969.71839","5945752617.06193","6197840297.36377","6958287294.03789","7134280656.21559","7638900834.74057","8049418738.3023","8262713205.00298","8287168432.79712","8787651209.24496","9235060246.7522","9702509635.38126","10247278347.7583","10871595744.4514","11335179562.0211","11339010223.634","11222530147.3361","11341482622.8834","11236876129.9927","10352990574.9401","10604634490.3848",
"New Caledonia","NCL","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8738205836.7394","","","","","","",
"Niger","NER","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","2602180343.85991","2720485689.81297","3000116619.64741","3282974494.41545","3287276500.61729","3514748204.74629","3501304391.30349","3505606397.50533","3519050210.94813","3325997023.23212","3427632139.21511","3622298358.77741","3435160561.94422","2849548694.31711","3099603375.57596","3013025457.54761","3033459898.7131","3268995353.27193","3709414424.30859","3974526127.44301","3876950075.07463","3870062050.19285","3954215009.95329","3801438855.32035","3162043107.90872","3406093625.00776","3622453368.73408","3625651319.82334","3874775265.44214","3911858646.06536","3860672825.14876","3843705588.87789","3920608619.21373","3933219471.46851","4006171992.02925","4104613417.83324","4108739806.40099","4171499808.95168","4587507422.80642","4577434975.99929","4522117693.20533","4850791307.58069","5089376050.7446","5199846575.76973","5218763699.70351","5601396609.37021","5933618241.48609","6120095491.00601","6593265424.55097","6722664911.57059","7299346317.2329","7471447161.31294","8259605981.41072","8698614829.17202","9276388713.2139","9683867893.68343","10239808402.3033","10751938078.1876","11527239152.5743","12212118177.9725","12649312790.6637","12820338298.4471",
"Nigeria","NGA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","64724937007.8692","64849076517.6789","67509829321.0266","73301240308.8449","76930009902.4022","80688023064.6277","77258367199.3515","65095097107.7557","64282475793.4897","79837153271.0296","99802223339.0536","114011596380.791","117847245233.369","124202464905.749","138064297791.351","130846644838.793","142678258687.182","151273365136.171","142553728761.936","152189549603.139","158588863030.991","137769506629.681","128396511424.677","114370367336.034","113094424964.473","119781729367.349","119854730670.762","123690232430.396","132761705602.497","135309908947.943","151245202582.422","151787193702.158","158816751511.271","155584641982.288","152760898222.443","152649894872.176","159054968516.195","163726571073.571","167952769906.823","168933827206.049","177407437761.555","187905850476.826","216710230937.582","232632354125.246","254152145501.925","270515773388.94","286907481990.637","305817928143.344","326504898642.379","352745852800.291","380985472030.909","401207892113.29","418179231389.034","446077370458.38","474223597521.154","486803295097.89","478932323772.273","482791975286.219","492074893435.56","502942019447.736","493917966761.433","511932076368.771",
"Nicaragua","NIC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","2980585130.57021","3204061755.43394","3553009659.558","3939061186.71791","4399871433.63106","4818966043.83899","4978046685.94779","5324992337.92833","5396504857.83374","5733122852.26418","5810739393.8828","6002770181.71211","6136075073.28017","6529827868.1669","7456568797.20879","7445141837.10254","7832993113.45347","8488495617.0925","7823099391.19791","5751637420.50628","6016887540.02952","6339590679.17003","6287836675.06107","6577907887.64207","6474891672.59798","6210596210.55773","6147415246.34252","6103992797.92376","5344056557.44851","5251165293.65465","5248408446.51212","5238474180.30372","5258712843.91094","5238049471.62206","5412881210.57718","5732885765.5761","6096595424.77237","6338426086.7278","6573688272.98537","7036211038.56179","7324807583.50255","7541683667.39683","7598543351.07703","7790082332.66837","8203904797.00699","8555228681.76363","8910544402.23455","9362906161.43985","9684650618.38498","9365755448.17113","9778752061.74693","10396522413.8259","11071803369.1389","11617366796.9489","12173352615.697","12756706583.3113","13338860851.2493","13956556222.0985","13487098742.5056","12977301361.2961","12745084492.6969","14063554436.981",
"Netherlands","NLD","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","163993138241.042","164477814504.597","175733865781.687","182103553317.144","197172447408.355","214214249225.001","220086085295.741","231706663055.4","246573273136.416","262426576171.671","278540044641.616","290564563677.776","300832750436.385","317210756181.547","328118739110.483","328125396187.827","342747679887.529","351386430467.402","360860676429.789","368129009943.781","373068985166.768","370145572922.263","365552967323.612","373119759805.182","384543489815.709","394465403148.719","405459058225.018","413289480955.017","427511676525.385","446408196647.337","465082446942.397","476426432932.937","484554605651.777","490648132551.043","505176677944.667","520918165020.581","539143748273.904","562483569063.842","588717336764.449","618353650975.274","644297559542.718","659290074379.866","660722537625.617","661750925152.705","674886321780.345","688727404110.835","712564183491.074","739448107993.38","755496534043.895","727793352989.741","737565720627.788","749006761258.435","741289340197.321","740324364660.471","750862107575.857","765572770634.375","782351934079.297","805125436190.089","824133764145.055","840250428566.882","808332373358.664","849039199713.235",
"Norway","NOR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","68523641465.0293","72822359398.0792","74871540640.0627","77705460710.6895","81598233089.8432","85911196479.135","89164235321.2583","94742420328.3691","96883481100.1873","101247705488.402","103215252660.949","109070042368.503","114884158313.527","120091763976.439","124802976128.965","130983403947.504","138613702593.779","144381068512.969","149967758602.873","156525038751.679","163669856360.442","166285749715.821","166677110674.796","173298873617.857","183787620130.206","193994006406.944","201835734215.149","205374723571.355","204850304846.543","206977245013.95","210976914332.954","217484964348.455","225258737211.946","231668078950.088","243379890461.92","253493520719.231","266239041025.111","280308690709.931","287665185491.371","293455492404.671","302860679962.798","309144404257.518","313615418001.447","316469649684.82","329031642037.821","337670104371.189","345773607522.992","356127064172.781","357823457683.166","351643773896.869","354111728841.583","357587103441.149","367253074299.886","371050738865.351","378358747545.727","385801550067.169","389935641211.119","398994977782.37","403459047225.38","406468037614.963","403552919293.169","419382949261.134",
"Nepal","NPL","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","3312006962.80503","3375208864.66129","3439686155.68351","3504872048.5651","3768874732.46234","3723528045.56558","3985688367.65646","3923053374.61791","3949552951.40988","4125838151.07766","4232119417.01699","4181529368.1703","4311901106.03382","4291353333.42915","4563150074.99113","4629611019.26131","4833246134.86727","4979063887.15374","5198428565.62882","5321572985.62608","5198144730.17628","5631772619.08347","5844618406.00662","5670600395.24233","6219578592.18708","6601765802.8321","6903179359.2275","7020230929.35896","7560564675.06727","7887910507.23407","8253518026.25679","8779114467.86094","9139620604.19864","9491482290.47454","10271302732.1913","10627557925.8797","11193824413.1737","11758957235.798","12113653184.8988","12648177007.9276","13432363980.5475","14077102964.2429","14094015643.2773","14650029882.3818","15336032657.5716","15869600998.7178","16403551940.6127","16963169002.2351","17998709257.7673","18814604917.2239","19720794305.0198","20395606013.2123","21348105726.9566","22100659153.5407","23429236486.2612","24360795410.6422","24466305357.3252","26662713936.9071","28695046273.6935","30605291409.2316","29880062111.1893","31149050463.281",
"Nauru","NRU","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33993795.5380172","32963680.5217136","36054025.5706243","27813105.4401959","33993795.5380172","37084140.5869278","41204600.652142","45325060.7173563","50475635.798874","65927361.0434273","83439316.3205876","86529661.3694983","89620006.418409","84469431.3368912","89620006.418409","89620006.418409","90650121.4347125","92009873.2562332",
"New Zealand","NZL","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","70158082253.8747","70381334402.6221","71923802018.8636","72847253264.5269","76238964417.0923","76947750135.1139","79634579403.4066","83451718474.8688","84799816593.7342","87094003033.5257","87939394340.9055","87627934238.7419","87769223312.8192","87903486462.4557","86944908384.0373","87896461235.3772","93514446904.5834","98301092417.9291","102943327463.868","106665233354.835","108851696856.64","109719725239.282","115700690737.286","119061958541.816","123186654579.055","128945148974.006","134812146655.276","140242788054.185","144899853902.613","149074508969.822","153588724350.146","151881550236.231","151676251678.028","153987612057.393","157455041405.882","160990384072.247","165329745637.128","171637782388.117","178064471137.921","184772956990.185","191384647570.564","197813678062.728","202150697885.249","199618427796.858","208894310372.999",
